customer_id,first_name,last_name,email,phone,city,country,updated_at
C1,Name1,Surname1,user1@mail.com,9000000001,,India,2026-04-14 12:35:00
C2,Name2,Surname2,user2@mail.com,9000000002,,India,2026-04-14 12:16:00
C3,Name3,Surname3,user3@mail.com,9000000003,Mumbai,India,2026-04-14 18:10:00
C4,Name4,Surname4,user4@mail.com,9000000004,Mumbai,India,2026-04-14 11:40:00
C5,Name5,Surname5,user5@mail.com,9000000005,Hyderabad,India,2026-04-14 15:58:00
C6,Name6,Surname6,user6@mail.com,9000000006,Hyderabad,India,2026-04-14 19:18:00
C7,Name7,Surname7,user7@mail.com,9000000007,,India,2026-04-14 14:24:00
C8,Name8,Surname8,user8@mail.com,9000000008,Delhi,India,2026-04-14 12:33:00
C9,Name9,Surname9,user9@mail.com,9000000009,Hyderabad,India,2026-04-14 10:29:00
C10,Name10,Surname10,user10@mail.com,9000000010,Delhi,India,2026-04-14 20:30:00
C11,Name11,Surname11,user11@mail.com,9000000011,Delhi,India,2026-04-14 12:58:00
C12,Name12,Surname12,user12@mail.com,9000000012,Hyderabad,India,2026-04-14 17:15:00
C13,Name13,Surname13,,9000000013,Mumbai,India,2026-04-14 21:28:00
C14,Name14,Surname14,user14@mail.com,9000000014,,India,2026-04-14 16:21:00
C15,Name15,Surname15,user15@mail.com,9000000015,,India,2026-04-14 10:31:00
C16,Name16,Surname16,user16@mail.com,9000000016,,India,2026-04-14 17:28:00
C17,Name17,Surname17,user17@mail.com,9000000017,Mumbai,India,2026-04-14 11:34:00
,Name18,Surname18,user18@mail.com,9000000018,Mumbai,India,2026-04-14 11:37:00
C19,Name19,Surname19,user19@mail.com,9000000019,Delhi,India,2026-04-14 15:13:00
C20,Name20,Surname20,user20@mail.com,9000000020,Hyderabad,India,2026-04-14 11:39:00
C21,Name21,Surname21,user21@mail.com,9000000021,Hyderabad,India,2026-04-14 18:51:00
C22,Name22,Surname22,,9000000022,Mumbai,India,2026-04-14 23:12:00
C23,Name23,Surname23,user23@mail.com,9000000023,Delhi,India,2026-04-14 10:43:00
C24,Name24,Surname24,user24@mail.com,9000000024,Hyderabad,India,2026-04-14 22:38:00
C25,Name25,Surname25,user25@mail.com,9000000025,,India,2026-04-14 23:43:00
C26,Name26,Surname26,user26@mail.com,9000000026,Hyderabad,India,2026-04-14 10:43:00
C27,Name27,Surname27,,9000000027,Delhi,India,2026-04-14 15:23:00
C28,Name28,Surname28,user28@mail.com,9000000028,Hyderabad,India,2026-04-14 20:20:00
C29,Name29,Surname29,,9000000029,Hyderabad,India,2026-04-14 17:48:00
C30,Name30,Surname30,user30@mail.com,9000000030,Mumbai,India,2026-04-14 13:56:00
C31,Name31,Surname31,,9000000031,Hyderabad,India,2026-04-14 23:22:00
C32,Name32,Surname32,user32@mail.com,9000000032,Mumbai,India,2026-04-14 14:56:00
C33,Name33,Surname33,user33@mail.com,9000000033,Delhi,India,2026-04-14 10:42:00
C34,Name34,Surname34,user34@mail.com,9000000034,Hyderabad,India,2026-04-14 20:39:00
C35,Name35,Surname35,user35@mail.com,9000000035,,India,2026-04-14 14:39:00
C36,Name36,Surname36,user36@mail.com,9000000036,Mumbai,India,2026-04-14 14:35:00
C37,Name37,Surname37,user37@mail.com,9000000037,Mumbai,India,2026-04-14 17:46:00
C38,Name38,Surname38,user38@mail.com,9000000038,,India,2026-04-14 15:40:00
C39,Name39,Surname39,,9000000039,Delhi,India,2026-04-14 11:47:00
C40,Name40,Surname40,user40@mail.com,9000000040,Mumbai,India,2026-04-14 15:59:00
C41,Name41,Surname41,user41@mail.com,9000000041,Hyderabad,India,2026-04-14 13:59:00
C42,Name42,Surname42,user42@mail.com,9000000042,Mumbai,India,2026-04-14 10:47:00
C43,Name43,Surname43,user43@mail.com,9000000043,Hyderabad,India,2026-04-14 19:22:00
C44,Name44,Surname44,user44@mail.com,9000000044,,India,2026-04-14 22:27:00
C45,Name45,Surname45,,9000000045,,India,2026-04-14 21:35:00
C46,Name46,Surname46,user46@mail.com,9000000046,Mumbai,India,2026-04-14 20:45:00
C47,Name47,Surname47,user47@mail.com,9000000047,,India,2026-04-14 16:53:00
C48,Name48,Surname48,user48@mail.com,9000000048,Mumbai,India,2026-04-14 19:38:00
C49,Name49,Surname49,user49@mail.com,9000000049,,India,2026-04-14 15:20:00
C50,Name50,Surname50,user50@mail.com,9000000050,,India,2026-04-14 19:53:00
C51,Name51,Surname51,user51@mail.com,9000000051,Hyderabad,India,2026-04-14 15:23:00
C52,Name52,Surname52,user52@mail.com,9000000052,Delhi,India,2026-04-14 22:23:00
C53,Name53,Surname53,user53@mail.com,9000000053,Hyderabad,India,2026-04-14 21:36:00
C54,Name54,Surname54,,9000000054,Delhi,India,2026-04-14 16:21:00
C55,Name55,Surname55,user55@mail.com,9000000055,Delhi,India,2026-04-14 11:47:00
C56,Name56,Surname56,user56@mail.com,9000000056,Mumbai,India,2026-04-14 11:40:00
C57,Name57,Surname57,user57@mail.com,9000000057,Mumbai,India,2026-04-14 11:57:00
C58,Name58,Surname58,user58@mail.com,9000000058,Mumbai,India,2026-04-14 19:29:00
C59,Name59,Surname59,user59@mail.com,9000000059,Hyderabad,India,2026-04-14 23:10:00
C60,Name60,Surname60,user60@mail.com,9000000060,Delhi,India,2026-04-14 15:44:00
,Name61,Surname61,,9000000061,,India,2026-04-14 16:55:00
C62,Name62,Surname62,user62@mail.com,9000000062,Mumbai,India,2026-04-14 16:53:00
C63,Name63,Surname63,user63@mail.com,9000000063,Mumbai,India,2026-04-14 21:16:00
C64,Name64,Surname64,,9000000064,,India,2026-04-14 14:38:00
C65,Name65,Surname65,user65@mail.com,9000000065,,India,2026-04-14 10:28:00
C66,Name66,Surname66,user66@mail.com,9000000066,,India,2026-04-14 16:30:00
C67,Name67,Surname67,user67@mail.com,9000000067,Hyderabad,India,2026-04-14 23:14:00
C68,Name68,Surname68,user68@mail.com,9000000068,Delhi,India,2026-04-14 16:25:00
C69,Name69,Surname69,user69@mail.com,9000000069,Hyderabad,India,2026-04-14 14:43:00
C70,Name70,Surname70,user70@mail.com,9000000070,Hyderabad,India,2026-04-14 12:19:00
C71,Name71,Surname71,,9000000071,Hyderabad,India,2026-04-14 13:49:00
C72,Name72,Surname72,user72@mail.com,9000000072,Mumbai,India,2026-04-14 19:34:00
C73,Name73,Surname73,user73@mail.com,9000000073,Mumbai,India,2026-04-14 20:54:00
C74,Name74,Surname74,,9000000074,Hyderabad,India,2026-04-14 23:22:00
C75,Name75,Surname75,user75@mail.com,9000000075,Hyderabad,India,2026-04-14 20:56:00
C76,Name76,Surname76,user76@mail.com,9000000076,Delhi,India,2026-04-14 20:56:00
C77,Name77,Surname77,user77@mail.com,9000000077,Hyderabad,India,2026-04-14 23:56:00
C78,Name78,Surname78,user78@mail.com,9000000078,Delhi,India,2026-04-14 14:12:00
C79,Name79,Surname79,user79@mail.com,9000000079,Mumbai,India,2026-04-14 16:27:00
C80,Name80,Surname80,user80@mail.com,9000000080,Mumbai,India,2026-04-14 16:41:00
C81,Name81,Surname81,,9000000081,Delhi,India,2026-04-14 23:21:00
C82,Name82,Surname82,user82@mail.com,9000000082,Delhi,India,2026-04-14 20:56:00
C83,Name83,Surname83,user83@mail.com,9000000083,Delhi,India,2026-04-14 22:21:00
C84,Name84,Surname84,user84@mail.com,9000000084,Delhi,India,2026-04-14 15:29:00
C85,Name85,Surname85,user85@mail.com,9000000085,Hyderabad,India,2026-04-14 13:46:00
C86,Name86,Surname86,user86@mail.com,9000000086,Delhi,India,2026-04-14 22:57:00
C87,Name87,Surname87,user87@mail.com,9000000087,,India,2026-04-14 18:42:00
C88,Name88,Surname88,user88@mail.com,9000000088,Delhi,India,2026-04-14 21:54:00
C89,Name89,Surname89,user89@mail.com,9000000089,Mumbai,India,2026-04-14 10:32:00
C90,Name90,Surname90,user90@mail.com,9000000090,Mumbai,India,2026-04-14 21:15:00
C91,Name91,Surname91,user91@mail.com,9000000091,,India,2026-04-14 13:45:00
,Name92,Surname92,user92@mail.com,9000000092,,India,2026-04-14 20:31:00
C93,Name93,Surname93,user93@mail.com,9000000093,Hyderabad,India,2026-04-14 13:40:00
C94,Name94,Surname94,user94@mail.com,9000000094,Mumbai,India,2026-04-14 12:20:00
C95,Name95,Surname95,,9000000095,Mumbai,India,2026-04-14 14:41:00
C96,Name96,Surname96,user96@mail.com,9000000096,Hyderabad,India,2026-04-14 12:17:00
C97,Name97,Surname97,user97@mail.com,9000000097,Mumbai,India,2026-04-14 21:51:00
C98,Name98,Surname98,user98@mail.com,9000000098,Mumbai,India,2026-04-14 13:48:00
C99,Name99,Surname99,,9000000099,Delhi,India,2026-04-14 13:59:00
C100,Name100,Surname100,user100@mail.com,9000000100,,India,2026-04-14 11:15:00
C34,Name34,Surname34,user34@mail.com,9000000034,Hyderabad,India,2026-04-14 20:39:00
C2,Name2,Surname2,user2@mail.com,9000000002,,India,2026-04-14 12:16:00
C97,Name97,Surname97,user97@mail.com,9000000097,Mumbai,India,2026-04-14 21:51:00
C19,Name19,Surname19,user19@mail.com,9000000019,Delhi,India,2026-04-14 15:13:00
C35,Name35,Surname35,user35@mail.com,9000000035,,India,2026-04-14 14:39:00
